dataset,field,seed,feature_set,model,n_test,n_pos,auc,P@10,R@10,DOR@10
v0_baseline,07,17,BIBLIO+DEBATE25,RF,57,11,0.6857707509881423,0.16666666666666666,0.09090909090909091,1.077922077922078
v0_baseline,08,17,BIBLIO+DEBATE25,RF,252,21,0.6790352504638218,0.11538461538461539,0.14285714285714285,1.6785508913168488
v0_baseline,09,17,BIBLIO+DEBATE25,RF,421,35,0.7280532938564027,0.20930232558139536,0.2571428571428571,3.6628383921246925
v0_baseline,12,17,BIBLIO+DEBATE25,RF,24,6,0.8981481481481481,1.0,0.5,37.0
v0_baseline,13,17,BIBLIO+DEBATE25,RF,68,6,0.6881720430107526,0.2857142857142857,0.3333333333333333,5.808080808080808
v0_baseline,14,17,BIBLIO+DEBATE25,RF,36,4,0.734375,0.25,0.25,3.6122448979591835
v0_baseline,GLOBAL,17,BIBLIO+DEBATE25,GBT,1418,177,0.746919060171085,0.31690140845070425,0.2542372881355932,4.030943396226415
v0_baseline,01,17,BIBLIO+DEBATE25,GBT,585,88,0.7406255716114871,0.3220338983050847,0.2159090909090909,3.169464428457234
v0_baseline,03,17,BIBLIO+DEBATE25,GBT,26,9,0.784313725490196,0.6666666666666666,0.2222222222222222,3.6666666666666665
v0_baseline,07,17,BIBLIO+DEBATE25,GBT,57,11,0.6877470355731226,0.3333333333333333,0.18181818181818182,2.4853801169590644
v0_baseline,08,17,BIBLIO+DEBATE25,GBT,252,21,0.6930529787672646,0.11538461538461539,0.14285714285714285,1.6785508913168488
v0_baseline,09,17,BIBLIO+DEBATE25,GBT,421,35,0.6968911917098446,0.18604651162790697,0.22857142857142856,3.0604353393085786
v0_baseline,12,17,BIBLIO+DEBATE25,GBT,24,6,0.8796296296296297,1.0,0.5,37.0
v0_baseline,13,17,BIBLIO+DEBATE25,GBT,68,6,0.6559139784946236,0.2857142857142857,0.3333333333333333,5.808080808080808
v0_baseline,14,17,BIBLIO+DEBATE25,GBT,36,4,0.7734375,0.25,0.25,3.6122448979591835
v0_baseline,GLOBAL,17,BIBLIO+DEBATE25,LogReg,1418,177,0.731995793441593,0.30985915492957744,0.24858757062146894,3.8697123519458545
v0_baseline,01,17,BIBLIO+DEBATE25,LogReg,585,88,0.7209850009145784,0.3898305084745763,0.26136363636363635,4.536337969256509
v0_baseline,03,17,BIBLIO+DEBATE25,LogReg,26,9,0.7647058823529411,0.3333333333333333,0.1111111111111111,1.0941176470588236
v0_baseline,07,17,BIBLIO+DEBATE25,LogReg,57,11,0.7134387351778656,0.3333333333333333,0.18181818181818182,2.4853801169590644
v0_baseline,08,17,BIBLIO+DEBATE25,LogReg,252,21,0.6714079571222429,0.11538461538461539,0.14285714285714285,1.6785508913168488
v0_baseline,09,17,BIBLIO+DEBATE25,LogReg,421,35,0.6719467061435973,0.16279069767441862,0.2,2.52703677000721
v0_baseline,12,17,BIBLIO+DEBATE25,LogReg,24,6,0.8796296296296297,0.6666666666666666,0.3333333333333333,6.481481481481482
v0_baseline,13,17,BIBLIO+DEBATE25,LogReg,68,6,0.8521505376344086,0.2857142857142857,0.3333333333333333,5.808080808080808
v0_baseline,14,17,BIBLIO+DEBATE25,LogReg,36,4,0.796875,0.5,0.5,12.2
v0_baseline,GLOBAL,18,BIBLIO,RF,1418,177,0.7287862440077029,0.34507042253521125,0.2768361581920904,4.731746395056077
v0_baseline,01,18,BIBLIO,RF,569,87,0.7311251013497401,0.3157894736842105,0.20689655172413793,2.988707767962845
v0_baseline,03,18,BIBLIO,RF,28,7,0.6938775510204082,0.6666666666666666,0.2857142857142857,6.212121212121212
v0_baseline,07,18,BIBLIO,RF,62,8,0.6805555555555556,0.14285714285714285,0.125,1.4923076923076923
v0_baseline,08,18,BIBLIO,RF,264,19,0.6027926960257787,0.14814814814814814,0.21052631578947367,2.7487989018531227
v0_baseline,09,18,BIBLIO,RF,406,41,0.6505846976277981,0.24390243902439024,0.24390243902439024,3.5396825396825395
v0_baseline,12,18,BIBLIO,RF,23,7,0.9107142857142857,1.0,0.42857142857142855,25.666666666666668
v0_baseline,13,18,BIBLIO,RF,69,6,0.8201058201058201,0.14285714285714285,0.16666666666666666,2.4125874125874125
v0_baseline,14,18,BIBLIO,RF,35,3,0.7395833333333333,0.5,0.6666666666666666,20.333333333333332
v0_baseline,GLOBAL,18,BIBLIO,GBT,1418,177,0.7256040098881438,0.323943661971831,0.2598870056497175,4.197541322721094
v0_baseline,01,18,BIBLIO,GBT,569,87,0.727094958744694,0.3333333333333333,0.21839080459770116,3.2866622428666226
v0_baseline,03,18,BIBLIO,GBT,28,7,0.6326530612244898,0.3333333333333333,0.14285714285714285,1.8
v0_baseline,07,18,BIBLIO,GBT,62,8,0.7291666666666666,0.2857142857142857,0.25,3.4615384615384617
v0_baseline,08,18,BIBLIO,GBT,264,19,0.5828141783029002,0.14814814814814814,0.21052631578947367,2.7487989018531227
v0_baseline,09,18,BIBLIO,GBT,406,41,0.6438356164383563,0.24390243902439024,0.24390243902439024,3.5396825396825395
v0_baseline,12,18,BIBLIO,GBT,23,7,0.8928571428571428,1.0,0.42857142857142855,25.666666666666668
v0_baseline,13,18,BIBLIO,GBT,69,6,0.8465608465608465,0.2857142857142857,0.3333333333333333,5.909090909090909
v0_baseline,14,18,BIBLIO,GBT,35,3,0.7708333333333333,0.5,0.6666666666666666,20.333333333333332
v0_baseline,GLOBAL,18,BIBLIO,LogReg,1418,177,0.6992356264539714,0.2535211267605634,0.2033898305084746,2.7502612850246355
v0_baseline,01,18,BIBLIO,LogReg,569,87,0.7129298421328755,0.2982456140350877,0.19540229885057472,2.7121092723929605
v0_baseline,03,18,BIBLIO,LogReg,28,7,0.7755102040816326,0.6666666666666666,0.2857142857142857,6.212121212121212
v0_baseline,07,18,BIBLIO,LogReg,62,8,0.6967592592592593,0.14285714285714285,0.125,1.4923076923076923
v0_baseline,08,18,BIBLIO,LogReg,264,19,0.5570354457572503,0.1111111111111111,0.15789473684210525,1.9177489177489178
v0_baseline,09,18,BIBLIO,LogReg,406,41,0.6034747744737722,0.12195121951219512,0.12195121951219512,1.3602927378495027
v0_baseline,12,18,BIBLIO,LogReg,23,7,0.9017857142857142,0.6666666666666666,0.2857142857142857,4.696969696969697
v0_baseline,13,18,BIBLIO,LogReg,69,6,0.8015873015873015,0.14285714285714285,0.16666666666666666,2.4125874125874125
v0_baseline,14,18,BIBLIO,LogReg,35,3,0.7916666666666666,0.25,0.3333333333333333,5.057142857142857
v0_baseline,GLOBAL,18,BIBLIO+DEBATE5,RF,1418,177,0.7312764901642106,0.33098591549295775,0.2655367231638418,4.369721770877214
v0_baseline,01,18,BIBLIO+DEBATE5,RF,569,87,0.7383745886392904,0.3157894736842105,0.20689655172413793,2.988707767962845
v0_baseline,03,18,BIBLIO+DEBATE5,RF,28,7,0.6394557823129252,0.3333333333333333,0.14285714285714285,1.8
v0_baseline,07,18,BIBLIO+DEBATE5,RF,62,8,0.650462962962963,0.14285714285714285,0.125,1.4923076923076923
v0_baseline,08,18,BIBLIO+DEBATE5,RF,264,19,0.6320085929108485,0.14814814814814814,0.21052631578947367,2.7487989018531227
v0_baseline,09,18,BIBLIO+DEBATE5,RF,406,41,0.6528566655529568,0.2682926829268293,0.2682926829268293,4.147540983606557
v0_baseline,12,18,BIBLIO+DEBATE5,RF,23,7,0.8928571428571428,1.0,0.42857142857142855,25.666666666666668
v0_baseline,13,18,BIBLIO+DEBATE5,RF,69,6,0.8042328042328043,0.14285714285714285,0.16666666666666666,2.4125874125874125
v0_baseline,14,18,BIBLIO+DEBATE5,RF,35,3,0.7291666666666666,0.5,0.6666666666666666,20.333333333333332
v0_baseline,GLOBAL,18,BIBLIO+DEBATE5,GBT,1418,177,0.7246570789913366,0.3591549295774648,0.288135593220339,5.11896585239422
v0_baseline,01,18,BIBLIO+DEBATE5,GBT,569,87,0.7368960747841846,0.40350877192982454,0.26436781609195403,4.736434108527132
v0_baseline,03,18,BIBLIO+DEBATE5,GBT,28,7,0.6326530612244898,0.3333333333333333,0.14285714285714285,1.8
v0_baseline,07,18,BIBLIO+DEBATE5,GBT,62,8,0.650462962962963,0.2857142857142857,0.25,3.4615384615384617
v0_baseline,08,18,BIBLIO+DEBATE5,GBT,264,19,0.6195488721804511,0.14814814814814814,0.21052631578947367,2.7487989018531227
v0_baseline,09,18,BIBLIO+DEBATE5,GBT,406,41,0.6350150350818577,0.21951219512195122,0.21951219512195122,2.999526627218935
v0_baseline,12,18,BIBLIO+DEBATE5,GBT,23,7,0.8303571428571428,1.0,0.42857142857142855,25.666666666666668
v0_baseline,13,18,BIBLIO+DEBATE5,GBT,69,6,0.8148148148148149,0.42857142857142855,0.5,13.222222222222221
v0_baseline,14,18,BIBLIO+DEBATE5,GBT,35,3,0.8020833333333333,0.5,0.6666666666666666,20.333333333333332
v0_baseline,GLOBAL,18,BIBLIO+DEBATE5,LogReg,1418,177,0.7005831819609665,0.23943661971830985,0.192090395480226,2.51164919154129
v0_baseline,01,18,BIBLIO+DEBATE5,LogReg,569,87,0.7161253398197167,0.3333333333333333,0.21839080459770116,3.2866622428666226
v0_baseline,03,18,BIBLIO+DEBATE5,LogReg,28,7,0.7142857142857143,0.3333333333333333,0.14285714285714285,1.8
v0_baseline,07,18,BIBLIO+DEBATE5,LogReg,62,8,0.6875,0.0,0.0,0.37254901960784315
v0_baseline,08,18,BIBLIO+DEBATE5,LogReg,264,19,0.5677765843179378,0.07407407407407407,0.10526315789473684,1.2352941176470589
v0_baseline,09,18,BIBLIO+DEBATE5,LogReg,406,41,0.6068827263615102,0.12195121951219512,0.12195121951219512,1.3602927378495027
v0_baseline,12,18,BIBLIO+DEBATE5,LogReg,23,7,0.8303571428571428,0.6666666666666666,0.2857142857142857,4.696969696969697
v0_baseline,13,18,BIBLIO+DEBATE5,LogReg,69,6,0.783068783068783,0.0,0.0,0.5794871794871795
v0_baseline,14,18,BIBLIO+DEBATE5,LogReg,35,3,0.8229166666666666,0.25,0.3333333333333333,5.057142857142857
v0_baseline,GLOBAL,18,BIBLIO+DEBATE25,RF,1418,177,0.7255402741547049,0.30985915492957744,0.24858757062146894,3.8697123519458545
v0_baseline,01,18,BIBLIO+DEBATE25,RF,569,87,0.735489101922068,0.3508771929824561,0.22988505747126436,3.608
v0_baseline,03,18,BIBLIO+DEBATE25,RF,28,7,0.6326530612244898,0.3333333333333333,0.14285714285714285,1.8
v0_baseline,07,18,BIBLIO+DEBATE25,RF,62,8,0.6319444444444444,0.0,0.0,0.37254901960784315
v0_baseline,08,18,BIBLIO+DEBATE25,RF,264,19,0.6408163265306123,0.14814814814814814,0.21052631578947367,2.7487989018531227
v0_baseline,09,18,BIBLIO+DEBATE25,RF,406,41,0.6430337454059472,0.24390243902439024,0.24390243902439024,3.5396825396825395
v0_baseline,12,18,BIBLIO+DEBATE25,RF,23,7,0.875,1.0,0.42857142857142855,25.666666666666668
v0_baseline,13,18,BIBLIO+DEBATE25,RF,69,6,0.7698412698412699,0.14285714285714285,0.16666666666666666,2.4125874125874125
v0_baseline,14,18,BIBLIO+DEBATE25,RF,35,3,0.7395833333333333,0.5,0.6666666666666666,20.333333333333332
v0_baseline,GLOBAL,18,BIBLIO+DEBATE25,GBT,1418,177,0.7241972712000984,0.34507042253521125,0.2768361581920904,4.731746395056077
v0_baseline,01,18,BIBLIO+DEBATE25,GBT,569,87,0.7390899985691801,0.3508771929824561,0.22988505747126436,3.608
v0_baseline,03,18,BIBLIO+DEBATE25,GBT,28,7,0.5986394557823129,0.0,0.0,0.3523809523809524
v0_baseline,07,18,BIBLIO+DEBATE25,GBT,62,8,0.625,0.14285714285714285,0.125,1.4923076923076923
v0_baseline,08,18,BIBLIO+DEBATE25,GBT,264,19,0.6397422126745435,0.14814814814814814,0.21052631578947367,2.7487989018531227
v0_baseline,09,18,BIBLIO+DEBATE25,GBT,406,41,0.6364851319746074,0.21951219512195122,0.21951219512195122,2.999526627218935
v0_baseline,12,18,BIBLIO+DEBATE25,GBT,23,7,0.8482142857142857,1.0,0.42857142857142855,25.666666666666668
v0_baseline,13,18,BIBLIO+DEBATE25,GBT,69,6,0.828042328042328,0.2857142857142857,0.3333333333333333,5.909090909090909
v0_baseline,14,18,BIBLIO+DEBATE25,GBT,35,3,0.78125,0.5,0.6666666666666666,20.333333333333332
v0_baseline,GLOBAL,18,BIBLIO+DEBATE25,LogReg,1418,177,0.7031144010889706,0.2605633802816901,0.20903954802259886,2.8752255822974817
v0_baseline,01,18,BIBLIO+DEBATE25,LogReg,569,87,0.719225449515906,0.3333333333333333,0.21839080459770116,3.2866622428666226
v0_baseline,03,18,BIBLIO+DEBATE25,LogReg,28,7,0.6938775510204082,0.3333333333333333,0.14285714285714285,1.8
v0_baseline,07,18,BIBLIO+DEBATE25,LogReg,62,8,0.6875000000000001,0.0,0.0,0.37254901960784315
v0_baseline,08,18,BIBLIO+DEBATE25,LogReg,264,19,0.5679914070891514,0.14814814814814814,0.21052631578947367,2.7487989018531227
v0_baseline,09,18,BIBLIO+DEBATE25,LogReg,406,41,0.6144336785833612,0.07317073170731707,0.07317073170731707,0.7733175914994097
v0_baseline,12,18,BIBLIO+DEBATE25,LogReg,23,7,0.8125,0.6666666666666666,0.2857142857142857,4.696969696969697
v0_baseline,13,18,BIBLIO+DEBATE25,LogReg,69,6,0.798941798941799,0.14285714285714285,0.16666666666666666,2.4125874125874125
v0_baseline,14,18,BIBLIO+DEBATE25,LogReg,35,3,0.84375,0.25,0.3333333333333333,5.057142857142857
v0_baseline,GLOBAL,19,BIBLIO,RF,1418,177,0.745289246416003,0.38028169014084506,0.3050847457627119,5.7518012763329445
v0_baseline,01,19,BIBLIO,RF,554,94,0.7633441258094358,0.44642857142857145,0.26595744680851063,5.002740664611168
v0_baseline,03,19,BIBLIO,RF,25,6,0.7280701754385965,0.3333333333333333,0.16666666666666666,1.9090909090909092
v0_baseline,07,19,BIBLIO,RF,50,7,0.7043189368770764,0.2,0.14285714285714285,2.0256410256410255
v0_baseline,08,19,BIBLIO,RF,270,23,0.6331631754972716,0.2222222222222222,0.2608695652173913,3.912956810631229
v0_baseline,09,19,BIBLIO,RF,430,42,0.6788168875797742,0.20930232558139536,0.21428571428571427,2.9139087172831495
v0_baseline,12,19,BIBLIO,RF,21,4,0.8382352941176471,0.6666666666666666,0.5,11.0
v0_baseline,13,19,BIBLIO,RF,57,2,0.8818181818181818,0.16666666666666666,0.5,9.181818181818182
v0_baseline,14,19,BIBLIO,RF,42,2,0.675,0.2,0.5,8.11111111111111
v0_baseline,GLOBAL,19,BIBLIO,GBT,1418,177,0.7345861957506477,0.36619718309859156,0.2937853107344633,5.322687151944708
v0_baseline,01,19,BIBLIO,GBT,554,94,0.753168362627197,0.39285714285714285,0.23404255319148937,3.836581709145427
v0_baseline,03,19,BIBLIO,GBT,25,6,0.8421052631578948,0.6666666666666666,0.3333333333333333,6.851851851851852
v0_baseline,07,19,BIBLIO,GBT,50,7,0.574750830564784,0.0,0.0,0.4666666666666667
v0_baseline,08,19,BIBLIO,GBT,270,23,0.6433726456609752,0.2222222222222222,0.2608695652173913,3.912956810631229
v0_baseline,09,19,BIBLIO,GBT,430,42,0.676485027000491,0.23255813953488372,0.23809523809523808,3.4284730195177957
v0_baseline,12,19,BIBLIO,GBT,21,4,0.8382352941176471,1.0,0.75,81.66666666666667
v0_baseline,13,19,BIBLIO,GBT,57,2,0.7181818181818181,0.0,0.0,1.523076923076923
v0_baseline,14,19,BIBLIO,GBT,42,2,0.7625,0.2,0.5,8.11111111111111
v0_baseline,GLOBAL,19,BIBLIO,LogReg,1418,177,0.7161802264439558,0.3028169014084507,0.24293785310734464,3.7136425622536473
v0_baseline,01,19,BIBLIO,LogReg,554,94,0.7204209065679927,0.4107142857142857,0.24468085106382978,4.194238597223672
v0_baseline,03,19,BIBLIO,LogReg,25,6,0.7543859649122807,0.6666666666666666,0.3333333333333333,6.851851851851852
v0_baseline,07,19,BIBLIO,LogReg,50,7,0.7043189368770764,0.2,0.14285714285714285,2.0256410256410255
v0_baseline,08,19,BIBLIO,LogReg,270,23,0.5789473684210525,0.14814814814814814,0.17391304347826086,2.204582651391162
v0_baseline,09,19,BIBLIO,LogReg,430,42,0.6594256259204713,0.18604651162790697,0.19047619047619047,2.4533578281281896
v0_baseline,12,19,BIBLIO,LogReg,21,4,0.75,0.3333333333333333,0.25,2.657142857142857
v0_baseline,13,19,BIBLIO,LogReg,57,2,0.9636363636363636,0.3333333333333333,1.0,57.22222222222222
v0_baseline,14,19,BIBLIO,LogReg,42,2,0.775,0.0,0.0,1.290909090909091
v0_baseline,GLOBAL,19,BIBLIO+DEBATE5,RF,1418,177,0.7438597449660153,0.3591549295774648,0.288135593220339,5.11896585239422
v0_baseline,01,19,BIBLIO+DEBATE5,RF,554,94,0.7693570767807586,0.42857142857142855,0.2553191489361702,4.581887615930169
v0_baseline,03,19,BIBLIO+DEBATE5,RF,25,6,0.7105263157894737,0.6666666666666666,0.3333333333333333,6.851851851851852
v0_baseline,07,19,BIBLIO+DEBATE5,RF,50,7,0.6943521594684385,0.0,0.0,0.4666666666666667
v0_baseline,08,19,BIBLIO+DEBATE5,RF,270,23,0.62893856715367,0.2222222222222222,0.2608695652173913,3.912956810631229
v0_baseline,09,19,BIBLIO+DEBATE5,RF,430,42,0.6776509572901326,0.20930232558139536,0.21428571428571427,2.9139087172831495
v0_baseline,12,19,BIBLIO+DEBATE5,RF,21,4,0.8088235294117647,0.6666666666666666,0.5,11.0
v0_baseline,13,19,BIBLIO+DEBATE5,RF,57,2,0.8727272727272728,0.16666666666666666,0.5,9.181818181818182
v0_baseline,14,19,BIBLIO+DEBATE5,RF,42,2,0.65,0.2,0.5,8.11111111111111
v0_baseline,GLOBAL,19,BIBLIO+DEBATE5,GBT,1418,177,0.733903312892373,0.36619718309859156,0.2937853107344633,5.322687151944708
v0_baseline,01,19,BIBLIO+DEBATE5,GBT,554,94,0.7582331174838114,0.4642857142857143,0.2765957446808511,5.460452315424195
v0_baseline,03,19,BIBLIO+DEBATE5,GBT,25,6,0.7631578947368421,0.3333333333333333,0.16666666666666666,1.9090909090909092
v0_baseline,07,19,BIBLIO+DEBATE5,GBT,50,7,0.5647840531561462,0.0,0.0,0.4666666666666667
v0_baseline,08,19,BIBLIO+DEBATE5,GBT,270,23,0.6296426685442703,0.25925925925925924,0.30434782608695654,5.044345898004434
v0_baseline,09,19,BIBLIO+DEBATE5,GBT,430,42,0.6722508591065293,0.23255813953488372,0.23809523809523808,3.4284730195177957
v0_baseline,12,19,BIBLIO+DEBATE5,GBT,21,4,0.8235294117647058,1.0,0.75,81.66666666666667
v0_baseline,13,19,BIBLIO+DEBATE5,GBT,57,2,0.8090909090909091,0.0,0.0,1.523076923076923
v0_baseline,14,19,BIBLIO+DEBATE5,GBT,42,2,0.675,0.0,0.0,1.290909090909091
v0_baseline,GLOBAL,19,BIBLIO+DEBATE5,LogReg,1418,177,0.7229271090837077,0.2887323943661972,0.23163841807909605,3.4162110467529185
v0_baseline,01,19,BIBLIO+DEBATE5,LogReg,554,94,0.7225254394079555,0.3392857142857143,0.20212765957446807,2.9168211920529803
v0_baseline,03,19,BIBLIO+DEBATE5,LogReg,25,6,0.6578947368421053,0.3333333333333333,0.16666666666666666,1.9090909090909092
v0_baseline,07,19,BIBLIO+DEBATE5,LogReg,50,7,0.7209302325581395,0.4,0.2857142857142857,5.259740259740259
v0_baseline,08,19,BIBLIO+DEBATE5,LogReg,270,23,0.597254004576659,0.14814814814814814,0.17391304347826086,2.204582651391162
v0_baseline,09,19,BIBLIO+DEBATE5,LogReg,430,42,0.6785714285714286,0.20930232558139536,0.21428571428571427,2.9139087172831495
v0_baseline,12,19,BIBLIO+DEBATE5,LogReg,21,4,0.7647058823529411,0.3333333333333333,0.25,2.657142857142857
v0_baseline,13,19,BIBLIO+DEBATE5,LogReg,57,2,0.9545454545454545,0.16666666666666666,0.5,9.181818181818182
v0_baseline,14,19,BIBLIO+DEBATE5,LogReg,42,2,0.75,0.0,0.0,1.290909090909091
v0_baseline,GLOBAL,19,BIBLIO+DEBATE25,RF,1418,177,0.7409597690945429,0.352112676056338,0.2824858757062147,4.922077371489136
v0_baseline,01,19,BIBLIO+DEBATE25,RF,554,94,0.7602913968547641,0.48214285714285715,0.2872340425531915,5.959196484620214
v0_baseline,03,19,BIBLIO+DEBATE25,RF,25,6,0.631578947368421,0.3333333333333333,0.16666666666666666,1.9090909090909092
v0_baseline,07,19,BIBLIO+DEBATE25,RF,50,7,0.6810631229235881,0.0,0.0,0.4666666666666667
v0_baseline,08,19,BIBLIO+DEBATE25,RF,270,23,0.6442527723992255,0.2222222222222222,0.2608695652173913,3.912956810631229
v0_baseline,09,19,BIBLIO+DEBATE25,RF,430,42,0.6759941089837997,0.20930232558139536,0.21428571428571427,2.9139087172831495
v0_baseline,12,19,BIBLIO+DEBATE25,RF,21,4,0.8235294117647058,0.6666666666666666,0.5,11.0
v0_baseline,13,19,BIBLIO+DEBATE25,RF,57,2,0.8545454545454545,0.16666666666666666,0.5,9.181818181818182
v0_baseline,14,19,BIBLIO+DEBATE25,RF,42,2,0.65,0.2,0.5,8.11111111111111
v0_baseline,GLOBAL,19,BIBLIO+DEBATE25,GBT,1418,177,0.7331475891958826,0.34507042253521125,0.2768361581920904,4.731746395056077
v0_baseline,01,19,BIBLIO+DEBATE25,GBT,554,94,0.7566373728029602,0.42857142857142855,0.2553191489361702,4.581887615930169
v0_baseline,03,19,BIBLIO+DEBATE25,GBT,25,6,0.6666666666666667,0.3333333333333333,0.16666666666666666,1.9090909090909092
v0_baseline,07,19,BIBLIO+DEBATE25,GBT,50,7,0.5647840531561461,0.0,0.0,0.4666666666666667
v0_baseline,08,19,BIBLIO+DEBATE25,GBT,270,23,0.6298186938919205,0.2222222222222222,0.2608695652173913,3.912956810631229
v0_baseline,09,19,BIBLIO+DEBATE25,GBT,430,42,0.6766691212567502,0.3023255813953488,0.30952380952380953,5.378994165045846
v0_baseline,12,19,BIBLIO+DEBATE25,GBT,21,4,0.7794117647058822,0.6666666666666666,0.5,11.0
v0_baseline,13,19,BIBLIO+DEBATE25,GBT,57,2,0.8272727272727273,0.0,0.0,1.523076923076923
v0_baseline,14,19,BIBLIO+DEBATE25,GBT,42,2,0.65,0.0,0.0,1.290909090909091
v0_baseline,GLOBAL,19,BIBLIO+DEBATE25,LogReg,1418,177,0.724770892801049,0.2887323943661972,0.23163841807909605,3.4162110467529185
v0_baseline,01,19,BIBLIO+DEBATE25,LogReg,554,94,0.7299028677150786,0.39285714285714285,0.23404255319148937,3.836581709145427
v0_baseline,03,19,BIBLIO+DEBATE25,LogReg,25,6,0.6491228070175439,0.3333333333333333,0.16666666666666666,1.9090909090909092
v0_baseline,07,19,BIBLIO+DEBATE25,LogReg,50,7,0.7109634551495017,0.4,0.2857142857142857,5.259740259740259
v0_baseline,08,19,BIBLIO+DEBATE25,LogReg,270,23,0.5958458017954585,0.14814814814814814,0.17391304347826086,2.204582651391162
v0_baseline,09,19,BIBLIO+DEBATE25,LogReg,430,42,0.6828055964653903,0.18604651162790697,0.19047619047619047,2.4533578281281896
v0_baseline,12,19,BIBLIO+DEBATE25,LogReg,21,4,0.7647058823529411,0.3333333333333333,0.25,2.657142857142857
v0_baseline,13,19,BIBLIO+DEBATE25,LogReg,57,2,0.9363636363636364,0.16666666666666666,0.5,9.181818181818182
v0_baseline,14,19,BIBLIO+DEBATE25,LogReg,42,2,0.7,0.0,0.0,1.290909090909091
v2a_y_anchored,GLOBAL,0,BIBLIO,RF,1418,177,0.753024032924059,0.3028169014084507,0.24293785310734464,3.7136425622536473
v2a_y_anchored,01,0,BIBLIO,RF,562,88,0.7204161871883391,0.2631578947368421,0.17045454545454544,2.1460584233693476
v2a_y_anchored,03,0,BIBLIO,RF,27,7,0.7714285714285714,0.3333333333333333,0.14285714285714285,1.7076923076923076
v2a_y_anchored,07,0,BIBLIO,RF,64,7,0.6165413533834587,0.14285714285714285,0.14285714285714285,1.8284023668639053
v2a_y_anchored,08,0,BIBLIO,RF,262,21,0.716261608377791,0.2222222222222222,0.2857142857142857,4.3008252063015755
v2a_y_anchored,09,0,BIBLIO,RF,409,39,0.7252945252945253,0.3170731707317073,0.3333333333333333,6.12214498510427
v2a_y_anchored,12,0,BIBLIO,RF,30,8,0.9318181818181818,0.6666666666666666,0.25,5.512820512820513
v2a_y_anchored,13,0,BIBLIO,RF,70,5,0.8492307692307692,0.42857142857142855,0.6,19.133333333333333
v2a_y_anchored,14,0,BIBLIO,RF,38,4,0.9705882352941176,0.75,0.75,52.111111111111114
v2a_y_anchored,GLOBAL,0,BIBLIO,GBT,1418,177,0.7446291263196712,0.3732394366197183,0.2994350282485876,5.533530771129209
v2a_y_anchored,01,0,BIBLIO,GBT,562,88,0.6903528960490986,0.3333333333333333,0.2159090909090909,3.1810707278333177
v2a_y_anchored,03,0,BIBLIO,GBT,27,7,0.8428571428571429,0.6666666666666666,0.2857142857142857,5.909090909090909
v2a_y_anchored,07,0,BIBLIO,GBT,64,7,0.6340852130325815,0.14285714285714285,0.14285714285714285,1.8284023668639053
v2a_y_anchored,08,0,BIBLIO,GBT,262,21,0.7808733451886979,0.2962962962962963,0.38095238095238093,7.184235517568851
v2a_y_anchored,09,0,BIBLIO,GBT,409,39,0.7300762300762301,0.2682926829268293,0.28205128205128205,4.504745470232959
v2a_y_anchored,12,0,BIBLIO,GBT,30,8,0.9147727272727273,0.6666666666666666,0.25,5.512820512820513
v2a_y_anchored,13,0,BIBLIO,GBT,70,5,0.7723076923076924,0.2857142857142857,0.4,7.857142857142857
v2a_y_anchored,14,0,BIBLIO,GBT,38,4,0.926470588235294,0.5,0.5,13.0
v2a_y_anchored,GLOBAL,0,BIBLIO,LogReg,1418,177,0.7394210063872311,0.31690140845070425,0.2542372881355932,4.030943396226415
v2a_y_anchored,01,0,BIBLIO,LogReg,562,88,0.7001822017644802,0.3684210526315789,0.23863636363636365,3.8265854895991884
v2a_y_anchored,03,0,BIBLIO,LogReg,27,7,0.8071428571428572,0.3333333333333333,0.14285714285714285,1.7076923076923076
v2a_y_anchored,07,0,BIBLIO,LogReg,64,7,0.6516290726817043,0.2857142857142857,0.2857142857142857,4.338842975206612
v2a_y_anchored,08,0,BIBLIO,LogReg,262,21,0.6607389843904368,0.14814814814814814,0.19047619047619047,2.3908814589665655
v2a_y_anchored,09,0,BIBLIO,LogReg,409,39,0.7453222453222453,0.24390243902439024,0.2564102564102564,3.8361581920903953
v2a_y_anchored,12,0,BIBLIO,LogReg,30,8,0.8863636363636364,0.6666666666666666,0.25,5.512820512820513
v2a_y_anchored,13,0,BIBLIO,LogReg,70,5,0.8707692307692307,0.42857142857142855,0.6,19.133333333333333
v2a_y_anchored,14,0,BIBLIO,LogReg,38,4,0.9779411764705882,0.75,0.75,52.111111111111114
v2a_y_anchored,GLOBAL,0,BIBLIO+DEBATE5,RF,1418,177,0.7511438287876098,0.30985915492957744,0.24858757062146894,3.8697123519458545
v2a_y_anchored,01,0,BIBLIO+DEBATE5,RF,562,88,0.7214470655926353,0.2807017543859649,0.18181818181818182,2.3773161611965103
v2a_y_anchored,03,0,BIBLIO+DEBATE5,RF,27,7,0.7928571428571428,0.3333333333333333,0.14285714285714285,1.7076923076923076
v2a_y_anchored,07,0,BIBLIO+DEBATE5,RF,64,7,0.6240601503759399,0.14285714285714285,0.14285714285714285,1.8284023668639053
v2a_y_anchored,08,0,BIBLIO+DEBATE5,RF,262,21,0.6921557004544556,0.18518518518518517,0.23809523809523808,3.251851851851852
v2a_y_anchored,09,0,BIBLIO+DEBATE5,RF,409,39,0.7345807345807347,0.2682926829268293,0.28205128205128205,4.504745470232959
