T_pct,seed,feature,mean_abs_shap
10,1,MF_F02B37,0.03811630606651306
10,1,MF_F02M25,0.02314474806189537
10,1,MF_F01N3,0.0034178339410573244
10,1,MF_F02M37,0.027554189786314964
10,1,MF_F02N11,0.0038534640334546566
10,1,MF_B60K6,0.004585747141391039
10,1,MF_F01L1,0.0
10,1,MF_other,0.07576999813318253
10,1,var_conf_pro,0.3216533064842224
10,1,H_final,0.45829710364341736
10,1,delta_H,0.3823450803756714
10,1,conf_gap_change,0.37709736824035645
10,1,cross_domain_attack,0.18222913146018982
10,1,semantic_coherence,0.4019526541233063
10,2,CTO,0.2774186134338379
10,2,STO,0.36942777037620544
10,2,PK,0.4320533275604248
10,2,SK,0.20253171026706696
10,2,TCT,0.7794575095176697
10,2,TS,0.7408513426780701
10,2,NC,0.2872982621192932
10,2,COL,0.023766610771417618
10,2,INV,0.16255086660385132
10,2,TKH,0.28288090229034424
10,2,CKH,0.5893290638923645
10,2,PKH,0.3352709412574768
10,2,TTS,0.2800664007663727
10,2,CTS,0.46961677074432373
10,2,PTS,0.19835413992404938
10,2,MF_F02D41,0.06794869899749756
10,2,MF_F02B33,0.08593776077032089
10,2,MF_F02D23,0.024235516786575317
