subset_id,subset_label,subset_size,seed,model,AUROC,AUPRC
23,cross_domain_attack+conf_gap_change+H_final,3,15,XGB,0.728253595378249,0.2830806870619166
23,cross_domain_attack+conf_gap_change+H_final,3,16,RF,0.7801982181309951,0.3873025733554919
23,cross_domain_attack+conf_gap_change+H_final,3,16,LogReg,0.752759984885526,0.27201827776011794
23,cross_domain_attack+conf_gap_change+H_final,3,16,GBT,0.7616602248050369,0.354259916883171
23,cross_domain_attack+conf_gap_change+H_final,3,16,SVM,0.6561502706492395,0.20205151352850897
23,cross_domain_attack+conf_gap_change+H_final,3,16,FFN,0.7166719021019136,0.27227219269910785
23,cross_domain_attack+conf_gap_change+H_final,3,16,XGB,0.7419021474389617,0.342060238517543
23,cross_domain_attack+conf_gap_change+H_final,3,17,RF,0.7678380383962268,0.33687653405726237
23,cross_domain_attack+conf_gap_change+H_final,3,17,LogReg,0.7402131505028295,0.2816808600682636
23,cross_domain_attack+conf_gap_change+H_final,3,17,GBT,0.7422026158966025,0.315962336141643
23,cross_domain_attack+conf_gap_change+H_final,3,17,SVM,0.6482379345980324,0.2070925859216347
23,cross_domain_attack+conf_gap_change+H_final,3,17,FFN,0.7077989774967335,0.2512132606228819
23,cross_domain_attack+conf_gap_change+H_final,3,17,XGB,0.7269652230523044,0.2972686652570056
23,cross_domain_attack+conf_gap_change+H_final,3,18,RF,0.729373523265819,0.33670097574787455
23,cross_domain_attack+conf_gap_change+H_final,3,18,LogReg,0.705272310921118,0.23285254993093693
23,cross_domain_attack+conf_gap_change+H_final,3,18,GBT,0.7203958899557037,0.3146746113691675
23,cross_domain_attack+conf_gap_change+H_final,3,18,SVM,0.6359460431490915,0.23107300717587387
23,cross_domain_attack+conf_gap_change+H_final,3,18,FFN,0.6446277605539547,0.21673098602292373
23,cross_domain_attack+conf_gap_change+H_final,3,18,XGB,0.7117369353127831,0.3077290177840098
24,cross_domain_attack+conf_gap_change+delta_H,3,42,RF,0.7565909577204459,0.3381781781482889
24,cross_domain_attack+conf_gap_change+delta_H,3,42,LogReg,0.7440600572711091,0.2726029130053949
24,cross_domain_attack+conf_gap_change+delta_H,3,42,GBT,0.7380688983278475,0.32449709623300643
24,cross_domain_attack+conf_gap_change+delta_H,3,42,SVM,0.6484291417983492,0.2140089284835935
24,cross_domain_attack+conf_gap_change+delta_H,3,42,FFN,0.7202046827553868,0.26363394918946703
24,cross_domain_attack+conf_gap_change+delta_H,3,42,XGB,0.7245250549720701,0.30939086069976646
24,cross_domain_attack+conf_gap_change+delta_H,3,0,RF,0.7492408618892181,0.30152354130936565
24,cross_domain_attack+conf_gap_change+delta_H,3,0,LogReg,0.7399263397023541,0.30435316296870485
24,cross_domain_attack+conf_gap_change+delta_H,3,0,GBT,0.7097338122618446,0.24152735393925634
24,cross_domain_attack+conf_gap_change+delta_H,3,0,SVM,0.6503821867730142,0.21533457366300215
24,cross_domain_attack+conf_gap_change+delta_H,3,0,FFN,0.7064696321992925,0.2645827563378109
24,cross_domain_attack+conf_gap_change+delta_H,3,0,XGB,0.7060371397223854,0.25271798195474965
24,cross_domain_attack+conf_gap_change+delta_H,3,1,RF,0.768306951292242,0.3648232122222094
24,cross_domain_attack+conf_gap_change+delta_H,3,1,LogReg,0.75268714404731,0.27998683009485126
24,cross_domain_attack+conf_gap_change+delta_H,3,1,GBT,0.7605311918126898,0.32088821322508865
24,cross_domain_attack+conf_gap_change+delta_H,3,1,SVM,0.6472773460440597,0.24585223885876722
24,cross_domain_attack+conf_gap_change+delta_H,3,1,FFN,0.7301747724861943,0.2909589995815913
24,cross_domain_attack+conf_gap_change+delta_H,3,1,XGB,0.7465821712943361,0.32521510700794254
24,cross_domain_attack+conf_gap_change+delta_H,3,2,RF,0.7404612646080025,0.3560104316949321
24,cross_domain_attack+conf_gap_change+delta_H,3,2,LogReg,0.7022129957160481,0.26763099843121013
24,cross_domain_attack+conf_gap_change+delta_H,3,2,GBT,0.7385013908047547,0.351546056754218
24,cross_domain_attack+conf_gap_change+delta_H,3,2,SVM,0.6668487687622066,0.24391479130097196
24,cross_domain_attack+conf_gap_change+delta_H,3,2,FFN,0.6979973322043004,0.26439391059390593
24,cross_domain_attack+conf_gap_change+delta_H,3,2,XGB,0.7258179798504031,0.3404655598401317
24,cross_domain_attack+conf_gap_change+delta_H,3,3,RF,0.7668319243183691,0.34121495082228553
24,cross_domain_attack+conf_gap_change+delta_H,3,3,LogReg,0.7496642492613482,0.2938199351188918
24,cross_domain_attack+conf_gap_change+delta_H,3,3,GBT,0.7484623754307853,0.3395637234154365
24,cross_domain_attack+conf_gap_change+delta_H,3,3,SVM,0.6599698621031882,0.20066402925801155
24,cross_domain_attack+conf_gap_change+delta_H,3,3,FFN,0.7026318305357899,0.24239033222632378
24,cross_domain_attack+conf_gap_change+delta_H,3,3,XGB,0.7336028444347323,0.30142954428213853
24,cross_domain_attack+conf_gap_change+delta_H,3,4,RF,0.7510687116731996,0.35409294135556024
24,cross_domain_attack+conf_gap_change+delta_H,3,4,LogReg,0.7247754453534374,0.26369152306338106
24,cross_domain_attack+conf_gap_change+delta_H,3,4,GBT,0.7316771147743982,0.2927440287461547
24,cross_domain_attack+conf_gap_change+delta_H,3,4,SVM,0.6500316402391001,0.22495913106864918
24,cross_domain_attack+conf_gap_change+delta_H,3,4,FFN,0.6914279991076998,0.22660645193308998
24,cross_domain_attack+conf_gap_change+delta_H,3,4,XGB,0.7109721065115157,0.28051268523808875
24,cross_domain_attack+conf_gap_change+delta_H,3,5,RF,0.7694246029036178,0.36981024987728806
24,cross_domain_attack+conf_gap_change+delta_H,3,5,LogReg,0.7523593602753383,0.29154289375649317
24,cross_domain_attack+conf_gap_change+delta_H,3,5,GBT,0.7372039133740332,0.29930443734625983
